,urls
470,https://www.quikr.com/electronics-appliances/hcl-laptop-for-sale-at-low-price+rajpura+W0QQAdIdZ338757900
471,https://www.quikr.com/electronics-appliances/hp-laptop-selling+cuttack+W0QQAdIdZ338755337
472,https://www.quikr.com/electronics-appliances/sounding-msi-gs65-stealth-478-15.6-i7-9750h-nvidia-rtx-2060-32gb-512gb-ssd-laptop-gently-used-35700-individual+vijayawada+W0QQAdIdZ338753626
473,https://www.quikr.com/electronics-appliances/3-gb-ram-300gb-harddisk-touch-hp-hewlett-packard-laptop+vidisha+W0QQAdIdZ338745934
474,https://www.quikr.com/electronics-appliances/latitude-e5270-i7-32gb-ram-256-ssd-dell-laptop-gently-used-35000-dell-individual+ghaziabad+W0QQAdIdZ338750562
475,https://www.quikr.com/electronics-appliances/msi-gl63-8rd-210us-gaming-laptop-i7-8750h-gtx-1050ti-4gb-8gb-ram-256gb-ssd-1tb-hdd+panaji+W0QQAdIdZ338749653
476,https://www.quikr.com/electronics-appliances/hp-hewlett-packard-laptop-gently-used-22000-hp-hewlett-packard-individual+pune+W0QQAdIdZ338678938
477,https://www.quikr.com/electronics-appliances/lenovo-laptop-b5080-8gbram-1tb-hdd-cheapest-lap-with-new-condition+tirunelveli+W0QQAdIdZ338329770
478,https://www.quikr.com/electronics-appliances/hp-laptop-for-sale+pune+W0QQAdIdZ338651424
479,https://www.quikr.com/electronics-appliances/only-6-days-old-asus-laptop+dehradun+W0QQAdIdZ338630309
480,https://www.quikr.com/electronics-appliances/hp-laptop-i3-processor-1tb-hard-disk-drive-4gb-ddr4-ram-2-month-old-10-month-warranty-left-with-bill-can-get-it-checked-from-any-hp-service-center-need-to-buy-i5-processor-so-selling-it+chandigarh+W0QQAdIdZ338716131
481,https://www.quikr.com/electronics-appliances/lenovo-s340-i3-10gen-8gb-ram-1tb-hdd-please-contact-1june-2020-purchase-date-laptop-brand-new-38001-individual+pune+W0QQAdIdZ338725783
482,https://www.quikr.com/electronics-appliances/acer-swift-mint-condition-laptop-almost-like-new-32000-individual-8gb-15-to-15.9+kolkata+W0QQAdIdZ338746860
483,https://www.quikr.com/electronics-appliances/acer-one-14-laptop+cuttack+W0QQAdIdZ338726506
484,https://www.quikr.com/electronics-appliances/ultrabook-like-apple-asus-laptop-almost-like-new-58000-asus-individual-8gb-15-to-15.9+jaipur+W0QQAdIdZ338744192
485,https://www.quikr.com/electronics-appliances/predator-series-laptop-acer-almost-like-new-80000-acer-individual-more-than-8gb-15-to-15.9+hubli+W0QQAdIdZ338743072
486,https://www.quikr.com/electronics-appliances/good-product-asus-laptop-almost-like-new-7500-asus-individual-2gb+kolkata+W0QQAdIdZ338741513
487,https://www.quikr.com/electronics-appliances/dell-lattitude-d-630-model-laptop-s-well-and-running-display-and-keyboard-heavily-used-1500-individual-14-to-14.9+mumbai+W0QQAdIdZ338595606
488,https://www.quikr.com/electronics-appliances/lenovo-thinkpad-with-fingerprint-scanner-laptop-almost-like-new-9000-individual+noida+W0QQAdIdZ338719722
489,https://www.quikr.com/electronics-appliances/lenovo-ideapad-330s-intel-core-i3-7th-generation-14-inch-fdh-thin-light-laptop-4gb-ram-1tb-hdd-windows-10-home-microsoft-office-home-and-student-2019-platinum-grey-1.6-kg-81f401jhin-almost-like-new-27000-individual+bangalore+W0QQAdIdZ338712492
490,https://www.quikr.com/electronics-appliances/rc-025-celeron-processor-4gb-ram-500gb-hhd-14.1-screen-led-1920x1080p-camera-0.3m-battery-3400mah-bluetooth-4.0-wifi-colour-black-others-laptop-brand-new-10500-others-individual+ahmedabad+W0QQAdIdZ338733399
491,https://www.quikr.com/electronics-appliances/acer-laptop-working-in-good-condition-new-brand-laptop-15-inch+raipur+W0QQAdIdZ338733064
492,https://www.quikr.com/electronics-appliances/lenovo-touch-screen-notebook-laptop+surat+W0QQAdIdZ338726616
493,https://www.quikr.com/electronics-appliances/dll-latitude-i5-dell-laptop-gently-used-13200-dell-individual+hyderabad+W0QQAdIdZ338671400
494,https://www.quikr.com/electronics-appliances/mini-laptop+dhanbad+W0QQAdIdZ338723332
495,https://www.quikr.com/electronics-appliances/lenovo-thinkpad-v110-laptop-bag-laptop-holder-keyboard-and-mouse+bardhaman+W0QQAdIdZ338722811
496,https://www.quikr.com/electronics-appliances/acer-nitro-5-ryzen-5-gaming-laptop-gtx-1650-8gb-1tb-256gb-ryzen-5+north24parganas+W0QQAdIdZ338718108
497,https://www.quikr.com/electronics-appliances/apple-i7-macbook-pro-500gb-hdd-8gb-ram-original-charger.-100-condition.-laptop-almost-like-new-37000-individual+bangalore+W0QQAdIdZ338534056
498,https://www.quikr.com/electronics-appliances/laptop-in-good-condition-e-machines-almost-like-new-10000-e-machines-individual+bangalore+W0QQAdIdZ338721809
499,https://www.quikr.com/electronics-appliances/alienware-vindicator-2.0-17-brand-new-backpack-dell-laptop-7000-dell-individual+hyderabad+W0QQAdIdZ338610505
500,https://www.quikr.com/electronics-appliances/hp-pavilion-15-laptop+ahmedabad+W0QQAdIdZ338624439
501,https://www.quikr.com/electronics-appliances/want-to-sell-bcoz-money-problems-lenovo-laptop+vadodara+W0QQAdIdZ338487776
502,https://www.quikr.com/electronics-appliances/lenovo-laptop-e41-15+goa+W0QQAdIdZ338714805
503,https://www.quikr.com/electronics-appliances/acer-aspire-v-8-gb-ram-i7-laptop-almost-like-new-17500-individual+ahmedabad+W0QQAdIdZ338611692
504,https://www.quikr.com/electronics-appliances/with-six-month-service-warranty-sony-laptop-gently-used-15000-sony-individual-4gb-above-16+thanjavur+W0QQAdIdZ338577073
505,https://www.quikr.com/electronics-appliances/hp-laptop-i3-processor-1tb-hard-disk-drive-4gb-ddr4-ram-2-months-old-10-months-warranty-left-with-windows-10-and-ms-office-original-in-built.-you-can-get-it-checked-from-any-hp-service-hp-hewlett-packard-almost-like-new-29000-hp-hewlett-packard-individual+chandigarh+W0QQAdIdZ338716594
506,https://www.quikr.com/electronics-appliances/hp-envy-m6-laptop-hp-hewlett-packard-gently-used-22500-hp-hewlett-packard-individual-8gb-15-to-15.9+coimbatore+W0QQAdIdZ338557969
507,https://www.quikr.com/electronics-appliances/this-is-mid-range-laptop-with-superb-sound-quality-asus-almost-like-new-15000-asus-individual-4gb-15-to-15.9+navimumbai+W0QQAdIdZ338667411
508,https://www.quikr.com/electronics-appliances/i-need-to-sell-my-lenova-ideapad-110-laptop-in-good-condition+ramanathapuram+W0QQAdIdZ338648825
509,https://www.quikr.com/electronics-appliances/brand-new-lenovo-laptop-sale-10500-individual+kanchipuram+W0QQAdIdZ338662561
510,https://www.quikr.com/electronics-appliances/toshiba-touch-screen-15.6-inch-laptop+dhanbad+W0QQAdIdZ338711258
511,https://www.quikr.com/electronics-appliances/hp-omen-15-8gb-ddr4-1-tb-hdd-nvidia-2gb-gtx-1050-gaming-laptop-hp-hewlett-packard-almost-like-new-50000-hp-hewlett-packard-individual+bangalore+W0QQAdIdZ338713673
512,https://www.quikr.com/electronics-appliances/sony-vaio-laptop-i3-processor-4-gb-ram-1gb-graphics-card-320-harddisk-window-7-os-original+guwahati+W0QQAdIdZ338704872
513,https://www.quikr.com/electronics-appliances/hp-laptop+hojai+W0QQAdIdZ338704325
514,https://www.quikr.com/electronics-appliances/lenovo-laptop-for-sales-at-lowest-price-heavily-used-6000-individual-2gb-15-to-15.9+chengalpattu+W0QQAdIdZ338704108
515,https://www.quikr.com/electronics-appliances/compaq-presario-c700-.-intel-r-pentium-r-dual-core-processor-t2310-1.46ghz-.intel-r-graphics-media-accelerator.-good-condition.-laptop-gently-used-8000-individual-2gb-15-to-15.9+kolkata+W0QQAdIdZ338703246
516,https://www.quikr.com/electronics-appliances/lenovo-laptop-with-bag-new-condition-in-warranty+kanpur+W0QQAdIdZ338700284
517,https://www.quikr.com/electronics-appliances/macbook-pro-13-256-gb-touchbar-under-warranty-original-box-apple-laptop-almost-like-new-89900-apple-individual-8gb-13-to-13.9+faridabad+W0QQAdIdZ338601195
518,https://www.quikr.com/electronics-appliances/asus-rog-g-strix-gaming-laptop-in-super-new-condition+gaya+W0QQAdIdZ338691212
519,https://www.quikr.com/electronics-appliances/dell-15r-5521-model-laptop+balurghat+W0QQAdIdZ338696532
520,https://www.quikr.com/electronics-appliances/asus-e-book-e402ma-laptop-almost-like-new-10000-others-individual-2gb-14-to-14.9+kolkata+W0QQAdIdZ338693863
521,https://www.quikr.com/electronics-appliances/sale-hp-hewlett-packard-laptop+guna+W0QQAdIdZ338693668
522,https://www.quikr.com/electronics-appliances/hp-laptop-elitebook-840-g5-hp-hewlett-packard-almost-like-new-69999-hp-hewlett-packard-individual+bangalore+W0QQAdIdZ338548938
523,https://www.quikr.com/electronics-appliances/vostro-just-5-month-old-dell-laptop-brand-new-28000-dell-individual+bangalore+W0QQAdIdZ338709260
524,https://www.quikr.com/electronics-appliances/used-laptop-apple-macbook-pro-a1278-intel-core-i5-3rd-gen-3210m-2.5ghz-16-gb-ram-500-gb-hdd-13.3-display-macos-mojave-10.14-operating-system-gently-used-42000-individual-more-than-8gb-13-to-13.9+bangalore+W0QQAdIdZ338710960
525,https://www.quikr.com/electronics-appliances/very-rare-used-dell-laptop-almost-like-new-22000-dell-individual+hyderabad+W0QQAdIdZ338694459
526,https://www.quikr.com/electronics-appliances/dell-latitude-d610-laptop-gently-used-6001-individual-2gb-14-to-14.9+nellore+W0QQAdIdZ338631857
527,https://www.quikr.com/electronics-appliances/lenovo-e440-laptop+bangalore+W0QQAdIdZ338628991
528,https://www.quikr.com/electronics-appliances/hp-laptop-for-sale+pune+W0QQAdIdZ338636827
529,https://www.quikr.com/electronics-appliances/hp-laptop+raipur+W0QQAdIdZ338584317
530,https://www.quikr.com/electronics-appliances/azom-exigo-laptop-high-performance-gaming-custamizable-+deoria+W0QQAdIdZ338684747
531,https://www.quikr.com/electronics-appliances/hp-hewlett-packard-laptop-for-sale+guna+W0QQAdIdZ338684650
532,https://www.quikr.com/electronics-appliances/hp-15q-core-i5-7th-gen-8-gb-1-tb-hdd-windows-10-home-15q-ds0029tu-hp-hewlett-packard-laptop-brand-new-45000-hp-hewlett-packard-individual-8gb-15-to-15.9+noida+W0QQAdIdZ338676895
533,https://www.quikr.com/electronics-appliances/i5-4th-gen.-4gb-ram-500gb-hard-disc-14-hp-hewlett-packard-laptop-almost-like-new-17400-hp-hewlett-packard-individual-14-to-14.9+ganganagar+W0QQAdIdZ338680553
534,https://www.quikr.com/electronics-appliances/asus-rog-g-strix-gaming-laptop-in-super-new-condition+patna+W0QQAdIdZ338697564
535,https://www.quikr.com/electronics-appliances/compaq-laptop-for-sale-gently-used-9000-individual-2gb+mysore+W0QQAdIdZ338676661
536,https://www.quikr.com/electronics-appliances/window-tablet-2gb-32gb-tablet-with-keyboard-solt-laptop-gently-used-7000-solt-individual+ahmedabad+W0QQAdIdZ338676580
537,https://www.quikr.com/electronics-appliances/dell-inspiron-15-3584-just-1-month-old-with-warranty-laptop-brand-new-29000-individual-4gb-15-to-15.9+dharmapuri+W0QQAdIdZ338676186
538,https://www.quikr.com/electronics-appliances/lenovo-laptop-with-wifi-almost-like-new-8000-individual-2gb-12-to-12.9+tirunelveli+W0QQAdIdZ338652912
539,https://www.quikr.com/electronics-appliances/i-m-selling-my-hp-gaming-laptop-hp-hewlett-packard-brand-new-39000-hp-hewlett-packard-individual-4gb+bangalore+W0QQAdIdZ338687606
540,https://www.quikr.com/electronics-appliances/hp-laptop-fixed-price-+dehradun+W0QQAdIdZ338652043
541,https://www.quikr.com/electronics-appliances/dell-core-i7-5th-genration-touch-laptop-8gb-and-1tb-hard-disk+gwalior+W0QQAdIdZ338650973
542,https://www.quikr.com/electronics-appliances/lenovo-ideapad-320-core-i5-7th-gen-ip-320-15ikb-laptop+ambala+W0QQAdIdZ338647753
543,https://www.quikr.com/electronics-appliances/macbook-air-2017-modal-less-use-battery-cycle-139-apple-laptop-almost-like-new-48000-apple-individual+delhi+W0QQAdIdZ338642131
544,https://www.quikr.com/electronics-appliances/dell-inspiron-15-3583-intel-pentium-gold-7th-gen-15.6-inch-laptop-brand-new-22000-individual-4gb-15-to-15.9+bangalore+W0QQAdIdZ338618090
545,https://www.quikr.com/electronics-appliances/lenovo-ideapad-s510p-laptop+vadodara+W0QQAdIdZ338646215
546,https://www.quikr.com/electronics-appliances/hp-pavilion-g6-hp-hewlett-packard-laptop-gently-used-12999-hp-hewlett-packard-individual-4gb-15-to-15.9+bhandara+W0QQAdIdZ338643524
547,https://www.quikr.com/electronics-appliances/hp-450-laptop-urgent-sell+ludhiana+W0QQAdIdZ338674339
548,https://www.quikr.com/electronics-appliances/acer-laptop-sale-very-good-condition+lucknow+W0QQAdIdZ338666772
549,https://www.quikr.com/electronics-appliances/dell-9370-used-xps-13-model-for-sale-laptop-gently-used-32000-individual-8gb-12-to-12.9+raichur+W0QQAdIdZ338665771
550,https://www.quikr.com/electronics-appliances/g50-4gb-ram-1tb-i3-lenovo-laptop-gently-used-22000-lenovo-individual+bhilwara+W0QQAdIdZ338659281
551,https://www.quikr.com/electronics-appliances/lenovo-laptop-a-good-condition-and-immediately-to-sale-lenovo-almost-like-new-28000-lenovo-individual-4gb-15-to-15.9+delhi+W0QQAdIdZ338596712
552,https://www.quikr.com/electronics-appliances/hp-4-years-old-laptop-with-8gb-ram-intel-i5-6th-gen-processor-and-2gb-amd-r5-m430-graphics+cuttack+W0QQAdIdZ338658084
553,https://www.quikr.com/electronics-appliances/dell-latitude-i5-8gb-laptop-almost-like-new-13800-individual+hyderabad+W0QQAdIdZ338675222
554,https://www.quikr.com/electronics-appliances/acer-aspire-e14-for-sale-laptop-almost-like-new-14600-individual+delhi+W0QQAdIdZ338675056
555,https://www.quikr.com/electronics-appliances/good-piece-like-new-one-lenovo-laptop-almost-like-new-30000-lenovo-individual+hyderabad+W0QQAdIdZ338646920
556,https://www.quikr.com/electronics-appliances/mac-book-pro-retina-13-display-2016-apple-laptop-gently-used-45000-apple-individual+pune+W0QQAdIdZ338669843
557,https://www.quikr.com/electronics-appliances/hp-laptop-almost-new-hp-hewlett-packard-almost-like-new-19000-hp-hewlett-packard-individual-2gb-15-to-15.9+kolkata+W0QQAdIdZ338638694
558,https://www.quikr.com/electronics-appliances/hp-dell-acer-all-laptops-available-with-best-price+ramanagaram+W0QQAdIdZ338657963
559,https://www.quikr.com/electronics-appliances/windows-10-version-installed-model-number-3445-dell-laptop-gently-used-2000-dell-individual+gulbarga+W0QQAdIdZ338506104
560,https://www.quikr.com/electronics-appliances/dell-latitude-e7240-core-i5-4gb-ram-4th-generation-256ssd-with-touch-screen-laptop-ultra-slim-with-good-sound-and-quality-12.5-inch-screen-size-gently-used-18700-individual-12-to-12.9+delhi+W0QQAdIdZ338650521
561,https://www.quikr.com/electronics-appliances/lenovo-laptop-almost-like-new-16500-individual+trichy+W0QQAdIdZ338624231
562,https://www.quikr.com/electronics-appliances/lenovo-320-15isk-laptop-ideapad-type-80xh+mumbai+W0QQAdIdZ338630779
563,https://www.quikr.com/electronics-appliances/new-condition-laptop-hp-hewlett-packard-almost-like-new-35000-hp-hewlett-packard-individual-8gb-15-to-15.9+delhi+W0QQAdIdZ338663790
564,https://www.quikr.com/electronics-appliances/dell-11inch-laptop-new-condition+cuttack+W0QQAdIdZ338641962
565,https://www.quikr.com/electronics-appliances/gd-condition-asus-laptop-brand-new-18000-asus-individual+kolkata+W0QQAdIdZ338619796
566,https://www.quikr.com/electronics-appliances/alienware-17-r5-dell-laptop-almost-like-new-155000-dell-individual+delhi+W0QQAdIdZ338653635
567,https://www.quikr.com/electronics-appliances/laptop-samsung-i3-with-4-gb-ram-16-inch-big-display+delhi+W0QQAdIdZ338632664
568,https://www.quikr.com/electronics-appliances/asus-apu-dual-core-e1-4-gb-500-gb-hdd-windows-10-home-x540ya-xo547t-laptop-15.6-inch-black-2-kg-+vijayawada+W0QQAdIdZ338646049
569,https://www.quikr.com/electronics-appliances/hp-probook-430-g3-hp-hewlett-packard-laptop-brand-new-43599-hp-hewlett-packard-individual-8gb+pune+W0QQAdIdZ338625981
570,https://www.quikr.com/electronics-appliances/almost-brand-new-hp-laptop-with-complete-lamination-hp-hewlett-packard-gently-used-8200-hp-hewlett-packard-individual-2gb-14-to-14.9+jaipur+W0QQAdIdZ338603029
571,https://www.quikr.com/electronics-appliances/dell-inspiron-15-3000-along-with-laptop-bag.+lucknow+W0QQAdIdZ338638856
572,https://www.quikr.com/electronics-appliances/aspire-e5-575g-acer-laptop-almost-like-new-30000-acer-individual-8gb-15-to-15.9+rohtak+W0QQAdIdZ338638779
573,https://www.quikr.com/electronics-appliances/-acer-aspire-es-15-laptop-almost-like-new-11500-individual+tirunelveli+W0QQAdIdZ338638437
574,https://www.quikr.com/electronics-appliances/dell-laptop-intel-core-2-duo-with-original-charger+hoshiarpur+W0QQAdIdZ338637982
575,https://www.quikr.com/electronics-appliances/selling-excellent-dell-laptop-almost-like-new-25000-individual+noida+W0QQAdIdZ338612417
576,https://www.quikr.com/electronics-appliances/dell-laptop-charger+bangalore+W0QQAdIdZ338582025
577,https://www.quikr.com/electronics-appliances/hp-probook-430-g3-hp-hewlett-packard-laptop-brand-new-44999-hp-hewlett-packard-individual+pune+W0QQAdIdZ338631219
578,https://www.quikr.com/electronics-appliances/-hp-probook-440-g2-hp-hewlett-packard-laptop-brand-new-27699-hp-hewlett-packard-individual-4gb+pune+W0QQAdIdZ338625694
579,https://www.quikr.com/electronics-appliances/acer-i5-7-gen-laptop-bst-for-gaming-and-video-editing-with-8-gb-upgraded-ram-and-1tb-hdd-almost-like-new-24999-individual-8gb-15-to-15.9+rohtak+W0QQAdIdZ338633110
580,https://www.quikr.com/electronics-appliances/hp-pavilion-laptop+surat+W0QQAdIdZ338632892
581,https://www.quikr.com/electronics-appliances/macbook-air-5th-generation-128-gb-storage-brand-new-apple-laptop-75000-apple-individual-13-to-13.9+delhi+W0QQAdIdZ338634291
582,https://www.quikr.com/electronics-appliances/dell-inspiron-7559-gaming-laptop.+jagdalpur+W0QQAdIdZ338631705
583,https://www.quikr.com/electronics-appliances/acer-aspire-3-ryzen-3-4gb-ram-1tb-harddisk-laptop-almost-like-new-21000-individual+bikaner+W0QQAdIdZ338629505
584,https://www.quikr.com/electronics-appliances/dell-inspiron-i7-red-laptop-gently-used-18500-individual-4gb-14-to-14.9+chandrapur+W0QQAdIdZ338628940
585,https://www.quikr.com/electronics-appliances/wipro-laptop-good-condition-all-original-2gb-ram-320gb-hardisk-battery-backup-2we-intel-dual-core-r-+bhubaneswar+W0QQAdIdZ338596997
586,https://www.quikr.com/electronics-appliances/compaq-presario-old-laptop-in-working-condition.+patna+W0QQAdIdZ338624034
587,https://www.quikr.com/electronics-appliances/macbook-pro-13-inch-apple-laptop-gently-used-45000-apple-individual+kolkata+W0QQAdIdZ338623128
588,https://www.quikr.com/electronics-appliances/dell-latitude-d610-laptop-gently-used-6501-individual-2gb-14-to-14.9+nellore+W0QQAdIdZ338622448
589,https://www.quikr.com/electronics-appliances/hp-elitebook-8470p-core-i5-vpro-1366-x-768-full-screen-hp-hewlett-packard-laptop-gently-used-15000-hp-hewlett-packard-individual-4gb+parbhani+W0QQAdIdZ338622488
590,https://www.quikr.com/electronics-appliances/microsoft-surface-pro-x-1876-13-inch-laptop+mohali+W0QQAdIdZ338621975
591,https://www.quikr.com/electronics-appliances/hp-probook-6750b-with-6gb-ram-500gb-storage-graphic-card-and-charger-also-hp-hewlett-packard-laptop-almost-like-new-45000-hp-hewlett-packard-individual+delhi+W0QQAdIdZ338628236
592,https://www.quikr.com/electronics-appliances/hp-probok-4430-laptop-i5-processor-4gb-ram-320gb-hdd-14-inch-screen-dvd-rw-hd-web-cam-win-7-pro-licence+mumbai+W0QQAdIdZ318242014
593,https://www.quikr.com/electronics-appliances/dell-vostro-14-3000-i5-8gb-ram-laptop-gently-used-25000-individual-14-to-14.9+bangalore+W0QQAdIdZ338538995
594,https://www.quikr.com/electronics-appliances/s110-laptop-lenovo-gently-used-5999-lenovo-individual-2gb-below-12+gurgaon+W0QQAdIdZ338594663
595,https://www.quikr.com/electronics-appliances/i3-8-generation-4gb-ram-1tb-hardisk-graphics-acer-laptop-almost-like-new-26000-acer-individual+delhi+W0QQAdIdZ338532075
596,https://www.quikr.com/electronics-appliances/hp-gaming-laptop-i5-6600-4gb-nvidia-graphics-1-tb-hdd-8gb-ram-hp-hewlett-packard-gently-used-45000-hp-hewlett-packard-individual+kolkata+W0QQAdIdZ338606371
597,https://www.quikr.com/electronics-appliances/i-want-to-sell-my-laptop-lenovo-gently-used-3000-lenovo-individual-4gb-14-to-14.9+trichy+W0QQAdIdZ338539769
598,https://www.quikr.com/electronics-appliances/hp-laptop-i5-processor-+rourkela+W0QQAdIdZ338605936
599,https://www.quikr.com/electronics-appliances/laptop-for-sale+guwahati+W0QQAdIdZ338617900
600,https://www.quikr.com/electronics-appliances/acer-e1-522-laptop-for-sale-almost-like-new-14800-individual+pune+W0QQAdIdZ338615633
601,https://www.quikr.com/electronics-appliances/lenovo-ideapad-y510p-for-sale-laptop-almost-like-new-14300-individual+mumbai+W0QQAdIdZ338615554
602,https://www.quikr.com/electronics-appliances/dell-latitude-models-4gb-ram-320gb-hdd-i5-processor-laptop-almost-like-new-13999-individual-15-to-15.9+gulbarga+W0QQAdIdZ338615200
603,https://www.quikr.com/electronics-appliances/core-i5-processer-hp-hewlett-packard-laptop-almost-like-new-40000-hp-hewlett-packard-individual+guntur+W0QQAdIdZ338613666
604,https://www.quikr.com/electronics-appliances/hp-laptop-in-excellent-condition+alappuzha+W0QQAdIdZ338610389
605,https://www.quikr.com/electronics-appliances/hp-omen-15dh-0138tx-gaming-laptop-hp-hewlett-packard-almost-like-new-120000-hp-hewlett-packard-individual+jaipur+W0QQAdIdZ338610378
606,https://www.quikr.com/electronics-appliances/hp-i3-4gb-500gb-hp-hewlett-packard-laptop-gently-used-8000-hp-hewlett-packard-individual+dharmapuri+W0QQAdIdZ338511409
607,https://www.quikr.com/electronics-appliances/used-lenovo-laptop+bhubaneswar+W0QQAdIdZ338604175
608,https://www.quikr.com/electronics-appliances/hp-elitebook-8470p-for-21.5k-which-is-in-excellent-condition-as-it-is-less-used-hp-hewlett-packard-laptop-almost-like-new-21500-hp-hewlett-packard-individual-4gb-14-to-14.9+hyderabad+W0QQAdIdZ338608514
609,https://www.quikr.com/electronics-appliances/it-s-an-7-month-old-laptop-used-for-few-times-only-asus-almost-like-new-14000-asus-individual+chennai+W0QQAdIdZ338606164
610,https://www.quikr.com/electronics-appliances/dell-laptop-with-4gb-ram-1-tb-intel-cor-i3-4th-generation-n-series-laptop-almost-like-new-18000-individual+chandrapur+W0QQAdIdZ338603901
611,https://www.quikr.com/electronics-appliances/hp-laptop-store-brought-26-05-2020-selling-with-bill-warranty-bag.-pack-not-opened-g+coimbatore+W0QQAdIdZ338603365
612,https://www.quikr.com/electronics-appliances/samsung-ultra-thin-laptop-excellent-condition+kottayam+W0QQAdIdZ338602962
613,https://www.quikr.com/electronics-appliances/macbook-air-apple-laptop-gently-used-50000-apple-individual-4gb-13-to-13.9+kolkata+W0QQAdIdZ338601711
614,https://www.quikr.com/electronics-appliances/macbook-pro-13-256-gb-touchbar-under-warranty-original-box-apple-laptop-almost-like-new-89900-apple-individual-8gb-13-to-13.9+faridabad+W0QQAdIdZ338601114
615,https://www.quikr.com/electronics-appliances/lenovo-thinkpad-laptop-intel-core-i5-4gb-500gb-14-webcam-with-warranty-almost-like-new-14500-individual-14-to-14.9+bangalore+W0QQAdIdZ338595979
616,https://www.quikr.com/electronics-appliances/lenovo-legion-y520-laptop-almost-like-new-65000-individual-8gb-15-to-15.9+delhi+W0QQAdIdZ338539123
617,https://www.quikr.com/electronics-appliances/macbook-pro-2012-apple-laptop-almost-like-new-35000-apple-individual+nagpur+W0QQAdIdZ338503832
618,https://www.quikr.com/electronics-appliances/inspiron-15-3000-with-original-charger-dell-laptop-almost-like-new-35000-dell-individual-8gb-15-to-15.9+gurgaon+W0QQAdIdZ338425107
619,https://www.quikr.com/electronics-appliances/dell-vostro-laptop-for-sale-gently-used-16000-individual+bangalore+W0QQAdIdZ338556306
620,https://www.quikr.com/electronics-appliances/macbook-air-13-inch-apple-laptop-gently-used-50000-apple-individual-8gb-13-to-13.9+ahmedabad+W0QQAdIdZ338537552
621,https://www.quikr.com/electronics-appliances/hp-241-gov-laptop-hp-241-govt-laptop-amd-processor-2gb-ram-250gb-hard-disk-wi-fi-14-led-screen-around-3.30hrs-battery-backup-neat-look-no-scratches-+tirupur+W0QQAdIdZ338594350
622,https://www.quikr.com/electronics-appliances/lenovo-laptop-g50-80l0006-15.6-core-i3-4gb-ram-and-extendable-1-tb-hard-disk+dharmapuri+W0QQAdIdZ338593709
623,https://www.quikr.com/electronics-appliances/lenovo-laptop-for-sale+kanchipuram+W0QQAdIdZ338526129
624,https://www.quikr.com/electronics-appliances/7th-generation-amd-a4-9125-processor-2.30-ghz-up-to-2.60-ghz-max-boost-2-cores-2-threads-1-mb-cache-4gb-ram-windows-10-pre-loaded-lenovo-laptop-almost-like-new-17000-lenovo-individual+panvel+W0QQAdIdZ338592355
625,https://www.quikr.com/electronics-appliances/lenovo-ideapad-330-laptop-almost-like-new-24500-individual-4gb-15-to-15.9+jaipur+W0QQAdIdZ338589015
626,https://www.quikr.com/electronics-appliances/lenovo-laptop-for-sale+tura+W0QQAdIdZ338585100
627,https://www.quikr.com/electronics-appliances/lenovo-laptop-ram-4gb-hard-disk-1tb-with-charger-bill-box-used-only-3-months+madgaon+W0QQAdIdZ338583639
628,https://www.quikr.com/electronics-appliances/apple-mac-book-pro-laptop-gently-used-29999-individual+chengalpattu+W0QQAdIdZ338583418
629,https://www.quikr.com/electronics-appliances/acer-a515-51-i5-8thgen-laptop-with-hp-wireless-mouse-at-30500-negotiable-+chennai+W0QQAdIdZ338553656
630,https://www.quikr.com/electronics-appliances/new-xps-15-7590-laptop+hyderabad+W0QQAdIdZ338502736
631,https://www.quikr.com/electronics-appliances/macbook-pro-i-5-4gb-ram-500gb-hdd-late-2011-apple-laptop-gently-used-25000-apple-individual+bangalore+W0QQAdIdZ338560923
632,https://www.quikr.com/electronics-appliances/hp-15.6-inch-500gb-8gb-laptop+gurgaon+W0QQAdIdZ338572504
633,https://www.quikr.com/electronics-appliances/dell-laptop-at-low-price-wholesale-brand-new-5999-individual-4gb-15-to-15.9+kolkata+W0QQAdIdZ338548240
634,https://www.quikr.com/electronics-appliances/acer-11inch-2in1-touch-laptop-convertable-tab-and-laptop-brand-new-11000-individual-2gb-below-12+hyderabad+W0QQAdIdZ338568388
635,https://www.quikr.com/electronics-appliances/good-runing-condition.-hp-hewlett-packard-laptop-gently-used-15000-hp-hewlett-packard-individual+raichur+W0QQAdIdZ338580475
636,https://www.quikr.com/electronics-appliances/dell-inspiron-15-7548-laptop-almost-like-new-75000-individual+chennai+W0QQAdIdZ338581074
637,https://www.quikr.com/electronics-appliances/hp-laptop-i5-processor-4gb-ram-2nd-generation-4-hours-bettery-backup+hansi+W0QQAdIdZ338532165
638,https://www.quikr.com/electronics-appliances/hp-laptop-is-less-than-a-month-old.-brand-new-condition-+kochi+W0QQAdIdZ338567226
639,https://www.quikr.com/electronics-appliances/lenovo-ideapad-330-intel-core-i5-8th-gen-15.6-inch-full-hd-laptop-8gb-ddr4-1tb-hdd-windows-10-home-platinum-grey-2.2kg-81de008pin+aligarh+W0QQAdIdZ338576544
640,https://www.quikr.com/electronics-appliances/dell-latitude-laptop-for-sale+thrissur+W0QQAdIdZ338575602
